"","stat","pval","tf","pval.adjusted","rank"
"MA0075.3",7.0460295961028,1.84110464367072e-12,"PRRX2",6.63509209747999e-12,621
"MA0104.4",7.05907140167366,1.67630986267531e-12,"MYCN",6.19072850275138e-12,622
"MA1146.1",7.09054110339466,1.33598594080486e-12,"NR1H4::RXRA",4.95843538229068e-12,623
"MA0674.1",7.18777494782643,6.58610984646932e-13,"NKX6-1",2.46896379169151e-12,624
"MA0675.1",7.18777494782643,6.58610984646932e-13,"NKX6-2",2.46896379169151e-12,625
"MA1519.1",7.18777494782643,6.58610984646932e-13,"LHX5",2.46896379169151e-12,626
"MA0476.1",7.20272345758818,5.90260101180318e-13,"FOS",2.24660222183937e-12,627
"MA1110.1",7.20715982085051,5.71353082663016e-13,"NR1H4",2.1857917931621e-12,628
"MA0753.2",7.23575564966324,4.62978016614125e-13,"ZNF740",1.78954197095408e-12,629
"MA0074.1",7.26107580847295,3.840524594157e-13,"RXRA::VDR",1.49220382668808e-12,630
"MA1636.1",7.28436824066169,3.2320612575326e-13,"CEBPG(var.2)",1.26236528697347e-12,631
"MA1471.1",7.34201385907143,2.10419512155802e-13,"BARX2",8.30544741101735e-13,632
"MA0821.1",7.49204457193668,6.78141267818148e-14,"HES5",2.69092226485286e-13,633
"MA0703.2",7.52013519663988,5.47239507015827e-14,"LMX1B",2.18310519911127e-13,634
"MA0258.2",7.57577488640083,3.57017908303466e-14,"ESR2",1.43191053545369e-13,635
"MA0595.1",7.66209575800485,1.82937626652421e-14,"SREBF1",7.45745734878173e-14,636
"MA0083.3",7.80586747074541,5.90988660364679e-15,"SRF",2.4768401159104e-14,637
"MA0622.1",7.88582651369963,3.12485701502347e-15,"Mlxip",1.34748169549567e-14,638
"MA0078.1",7.95874993737129,1.73800598985585e-15,"Sox17",7.58217817796762e-15,639
"MA1637.1",8.00409152384666,1.20361614468369e-15,"EBF3",5.34462883294067e-15,640
"MA0596.1",8.02669981075755,1.00138030245632e-15,"SREBF2",4.47323177025399e-15,641
"MA0661.1",8.04555784727893,8.58613054345251e-16,"MEOX1",3.85858637675637e-15,642
"MA0707.1",8.0582394684947,7.74075480904947e-16,"MNX1",3.49975944700055e-15,643
"MA1535.1",8.12796846668914,4.36580969924169e-16,"NR2C1",1.99809450038914e-15,644
"MA0822.1",8.27283833545899,1.30818056562978e-16,"HES7",6.09939188724885e-16,645
"MA0790.1",8.30443679252604,1.00302541733749e-16,"POU4F1",4.70601862474068e-16,646
"MA0119.1",8.36177806204873,6.17851954051792e-17,"NFIC::TLX1",2.93578062243718e-16,647
"MA0791.1",8.46297193032679,2.60670989097561e-17,"POU4F3",1.27098403834497e-16,648
"MA0662.1",8.4829053414167,2.19659552415515e-17,"MIXL1",1.0780659611972e-16,649
"MA0886.1",8.53014395717637,1.46180340527454e-17,"EMX2",7.31882778748194e-17,650
"MA0769.2",8.55100298216786,1.22034201764404e-17,"TCF7",6.15118341325982e-17,651
"MA0690.1",8.56949681708988,1.03947534550312e-17,"TBX21",5.27516059690699e-17,652
"MA1121.1",8.58045805278701,9.45043644095344e-18,"TEAD2",4.86208661031122e-17,653
"MA0823.1",8.66289140344064,4.59986957303819e-18,"HEY1",2.3829879871434e-17,654
"MA1463.1",8.68786763764471,3.69340334988093e-18,"ARGFX",1.92676846084698e-17,655
"MA0809.2",8.88048383880342,6.65761922859557e-19,"TEAD4",3.5223999606612e-18,656
"MA0147.3",8.96242087319224,3.17655578414572e-19,"MYC",1.70482778055591e-18,657
"MA0503.1",8.98983799459168,2.47617807709441e-19,"Nkx2-5(var.2)",1.33857162718292e-18,658
"MA0825.1",9.05745471730319,1.33542222128049e-19,"MNT",7.54715891723672e-19,659
"MA0464.2",9.05778248403468,1.33141588106304e-19,"BHLHE40",7.54715891723672e-19,660
"MA0478.1",9.10749551482341,8.43134779580373e-20,"FOSL2",4.87580267881363e-19,661
"MA0663.1",9.12163492078228,7.40062375209253e-20,"MLX",4.31317603051643e-19,662
"MA0903.1",9.23661442532556,2.54444342213231e-20,"HOXB3",1.51852383432856e-19,663
"MA1527.1",9.29280142901314,1.50293837146257e-20,"NFIC(var.2)",9.04187117025062e-20,664
"MA0664.1",9.46370369906224,2.97253006116297e-21,"MLXIPL",1.80285156555087e-20,665
"MA0618.1",9.51259529909347,1.85984017375376e-21,"LBX1",1.14664526414902e-20,666
"MA0835.2",9.64639236475809,5.09205316150142e-22,"BATF3",3.19216105754627e-21,667
"MA0793.1",9.69165172791412,3.2722712470063e-22,"POU6F2",2.06874097480229e-21,668
"MA0636.1",9.7584106400933,1.69811928645363e-22,"BHLHE41",1.08273246811488e-21,669
"MA1421.1",9.80111683159259,1.11358708341589e-22,"TCF7L1",7.16151693300218e-22,670
"MA0462.2",10.3971502535575,2.55486267053636e-25,"BATF::JUN",1.70172102876797e-24,671
"MA0857.1",10.4460473782529,1.52775947813269e-25,"Rarb",1.04560419329081e-24,672
"MA1536.1",10.4565569523007,1.3674895497421e-25,"NR2C2(var.2)",9.44580744544083e-25,673
"MA0135.1",10.485954595547,1.00239107797864e-25,"Lhx3",6.9886331231034e-25,674
"MA1634.1",10.5052116784217,8.17480306679757e-26,"BATF",5.80800294079142e-25,675
"MA0658.1",10.5436065725823,5.43794915126195e-26,"LHX6",3.90068275657828e-25,676
"MA0871.2",10.5518232424746,4.98260662758266e-26,"TFEC",3.6087616933754e-25,677
"MA0526.3",10.568719804133,4.16180358964191e-26,"USF2",3.04382889987536e-25,678
"MA1464.1",10.5785478361216,3.74760563729003e-26,"ARNT2",2.76803347071125e-25,679
"MA1147.1",10.7702845093116,4.75582501120925e-27,"NR4A2::RXRA",3.6575726374867e-26,680
"MA1530.1",10.8593181369678,1.80109465676441e-27,"NKX6-3",1.41433327783816e-26,681
"MA0058.3",10.9165817303351,9.60532911863949e-28,"MAX",7.70491991667211e-27,682
"MA0093.3",10.9204891535331,9.20090667121807e-28,"USF1",7.46073519209639e-27,683
"MA1493.1",11.0314650398785,2.69469775939026e-28,"HES6",2.23360503167237e-27,684
"MA0692.1",11.1791826376991,5.15684614477229e-29,"TFEB",4.32248002696643e-28,685
"MA0089.2",11.3325058578211,9.05861955488835e-30,"NFE2L1",7.67923884993944e-29,686
"MA0603.1",11.4075446380901,3.83443161619656e-30,"Arntl",3.28791492607199e-29,687
"MA0649.1",11.46599809564,1.95515323280514e-30,"HEY2",1.69598175775888e-29,688
"MA0059.1",11.6271875437462,2.99848765625866e-31,"MAX::MYC",2.66294260901067e-30,689
"MA1111.1",11.6590457120458,2.06366377610243e-31,"NR2F2",1.85481105659327e-30,690
"MA0670.1",11.8131412282484,3.33891116506839e-32,"NFIA",3.07509596190249e-31,691
"MA0671.1",11.8343554638187,2.59359061262324e-32,"NFIX",2.41852324627117e-31,692
"MA0739.1",11.8555335885671,2.01461223572057e-32,"Hic1",1.90240598461715e-31,693
"MA0489.1",11.9320353821006,8.05886979141064e-33,"JUN(var.2)",7.80768423947057e-32,694
"MA0831.2",11.9995356299528,3.57338296978205e-33,"TFE3",3.50755749402291e-32,695
"MA0621.1",12.0536938392204,1.85472053480943e-33,"mix-a",1.86975880941599e-32,696
"MA0004.1",12.1026897734678,1.02218831782943e-33,"Arnt",1.0445924453435e-32,697
"MA0710.1",12.3253888996861,6.61330347312478e-35,"NOTO",6.85211720965429e-34,698
"MA1534.1",12.3628075137615,4.15444033534468e-35,"NR1I3",4.42744641452447e-34,699
"MA1622.1",12.4378497586605,1.62849051589114e-35,"Smad2::Smad3",1.76065786210839e-34,700
"MA0495.3",12.5466545410694,4.14715006368473e-36,"MAFF",4.6175730559833e-35,701
"MA0859.1",12.6295611408038,1.45103685191372e-36,"Rarg",1.69136483051193e-35,702
"MA0853.1",12.8176564025256,1.30606192455972e-37,"Alx4",1.57148741245411e-36,703
"MA0628.1",12.8290687124742,1.12726201004861e-37,"POU6F1",1.3785859991742e-36,704
"MA0704.1",12.8318578251156,1.0874085858184e-37,"Lhx4",1.35201134170088e-36,705
"MA0721.1",12.8318578251156,1.0874085858184e-37,"UNCX",1.35201134170088e-36,706
"MA1528.1",12.8892758691579,5.1733878818328e-38,"NFIX(var.2)",6.65404717215046e-37,707
"MA0729.1",12.9932961188928,1.3356663930574e-38,"RARA",1.74808268284354e-37,708
"MA0808.1",13.2974357900478,2.39575595296523e-40,"TEAD3",3.30969248317048e-39,709
"MA1643.1",13.4175245547421,4.77458759388195e-41,"NFIB",6.84969681737679e-40,710
"MA0161.2",13.4960400126274,1.65032542078432e-41,"NFIC",2.51253625286756e-40,711
"MA0854.1",13.9822441058704,2.00107649881687e-44,"Alx1",3.24522406112475e-43,712
"MA0659.2",14.0153854641106,1.25532850400861e-44,"MAFG",2.0810556977565e-43,713
"MA1112.2",14.4994918162581,1.22067997221569e-47,"NR4A1",2.11773781226257e-46,714
"MA1541.1",14.6042125659095,2.64054049908457e-48,"NR6A1",4.69010288646925e-47,715
"MA1521.1",14.6824924686309,8.34777038946763e-49,"MAFA",1.51888700257143e-47,716
"MA0591.1",14.7076519908208,5.75790943170199e-49,"Bach1::Mafk",1.07385010901242e-47,717
"MA0154.4",14.8587246180527,6.10859881740536e-50,"EBF1",1.19921439941695e-48,718
"MA0017.2",14.9081262558421,2.91871202546828e-50,"NR2F1",5.88475451621442e-49,719
"MA1148.1",15.298253331065,7.85482729311051e-53,"PPARA::RXRA",1.62769476685012e-51,720
"MA0842.2",15.5339455663805,2.04439544413776e-54,"NRL",4.35748286093363e-53,721
"MA0150.2",15.6184260098712,5.45439791327932e-55,"Nfe2l2",1.1967590715607e-53,722
"MA0496.3",15.8557306684667,1.28346881290823e-56,"MAFK",2.90141737705921e-55,723
"MA0115.1",15.9740555575667,1.93798135740972e-57,"NR1H2::RXRA",4.51791903946142e-56,724
"MA1499.1",15.984157501888,1.64806673964091e-57,"HOXB4",3.96599286378103e-56,725
"MA1504.1",15.984157501888,1.64806673964091e-57,"HOXC4",3.96599286378103e-56,726
"MA0501.1",16.0737890758317,3.89594561226926e-58,"MAF::NFE2",1.03799122384031e-56,727
"MA1520.1",16.543068028923,1.79666552079781e-61,"MAF",5.58463532714653e-60,728
"MA1507.1",16.7954944820078,2.63346704294058e-63,"HOXD4",9.3550781620651e-62,729
"MA0117.2",16.8124268706609,1.97934909990835e-63,"Mafb",7.38297214265815e-62,730
"MA0728.1",17.6729973596466,6.77142098484778e-70,"Nr2f6(var.2)",2.97145885570379e-68,731
"MA0504.1",17.7365940216032,2.18840801715863e-70,"NR2C2",1.02034523800021e-68,732
"MA1633.1",18.0723196018142,5.26623025550879e-73,"BACH1",2.61907184707304e-71,733
"MA1574.1",18.4841857903549,2.76897587061377e-76,"THRB",1.47546857105562e-74,734
"MA0855.1",18.5402004996427,9.78743779307436e-77,"RXRB",5.61648353356421e-75,735
"MA0065.2",18.7197185115731,3.42017286513399e-78,"Pparg::Rxra",2.12620746449163e-76,736
"MA0153.2",18.9784732858879,2.57003476285079e-80,"HNF1B",1.74295084826062e-78,737
"MA1550.1",19.1409439927412,1.15186658992238e-81,"PPARD",8.59292476082094e-80,738
"MA1537.1",19.1905306360802,4.44167429044395e-82,"NR2F1(var.2)",3.68165446741243e-80,739
"MA0512.2",19.3219822093332,3.50981198987433e-83,"Rxra",3.27289968055781e-81,740
"MA0046.2",19.5572329368976,3.5805424249855e-85,"HNF1A",3.81583521291312e-83,741
"MA0856.1",19.5597822425649,3.40595160135288e-85,"RXRG",3.81583521291312e-83,742
"MA0677.1",20.4533611369801,5.60866526001028e-93,"Nr2f6",1.04601607099192e-90,743
"MA1494.1",20.4572333975253,5.18057694269416e-93,"HNF4A(var.2)",1.04601607099192e-90,744
"MA0484.2",21.6412620426048,7.34807205002709e-104,"HNF4G",2.7408308746601e-101,745
"MA0114.4",21.8454247035109,8.59414306793921e-106,"HNF4A",6.41123072868265e-103,746
