"","stat","pval","tf","pval.adjusted","rank"
"MA0853.1",6.37415240587908,1.83989511642549e-10,"Alx4",4.24941720388055e-10,614
"MA0806.1",6.38854207930692,1.67485601192243e-10,"TBX4",3.8802564748265e-10,615
"MA0807.1",6.38854207930692,1.67485601192243e-10,"TBX5",3.8802564748265e-10,616
"MA1150.1",6.43383830719882,1.24429347118656e-10,"RORB",2.90985244358989e-10,617
"MA0703.2",6.54513005553154,5.94475803054755e-11,"LMX1B",1.40341439581914e-10,618
"MA0608.1",6.5832641532765,4.60261107572659e-11,"Creb3l2",1.09348658041148e-10,619
"MA0089.2",6.65986548362598,2.74096793015618e-11,"NFE2L1",6.57479767169296e-11,620
"MA0790.1",6.69863850345806,2.10384537555828e-11,"POU4F1",5.06280209731120e-11,621
"MA0138.2",6.71079516646241,1.93579775387144e-11,"REST",4.67347936695176e-11,622
"MA0706.1",6.82448149723481,8.82495553701829e-12,"MEOX2",2.17274482858602e-11,623
"MA1531.1",6.94754266705054,3.71729760568094e-12,"NR1D1",9.4323265776802e-12,624
"MA0781.1",7.05535289247394,1.7217552488033e-12,"PAX9",4.42906695036987e-12,625
"MA0501.1",7.06400041389417,1.61787801559401e-12,"MAF::NFE2",4.17625259388626e-12,626
"MA0644.1",7.15497824327421,8.36922576062987e-13,"ESX1",2.20616339838512e-12,627
"MA0658.1",7.17995930618133,6.97372525619195e-13,"LHX6",1.85138755911715e-12,628
"MA1633.1",7.20037158947351,6.00530419629206e-13,"BACH1",1.5999846180121e-12,629
"MA0779.1",7.23958183013495,4.5010320177364e-13,"PAX1",1.21219129430735e-12,630
"MA0822.1",7.50294186106285,6.24059616858756e-14,"HES7",1.7242536080616e-13,631
"MA0649.1",7.59168144633707,3.15804774185392e-14,"HEY2",8.79068513217545e-14,632
"MA0523.1",7.6148887219786,2.63938958581966e-14,"TCF7L2",7.37447427348863e-14,633
"MA1533.1",7.61569970864013,2.62286925892625e-14,"NR1I2",7.35586641789091e-14,634
"MA0704.1",7.62646501958208,2.41296972310311e-14,"Lhx4",6.79273740918837e-14,635
"MA0721.1",7.62646501958208,2.41296972310311e-14,"UNCX",6.79273740918837e-14,636
"MA0074.1",7.7112559270538,1.24595221150075e-14,"RXRA::VDR",3.57492442222908e-14,637
"MA0147.3",7.73086861753655,1.06823532225673e-14,"MYC",3.08877345117643e-14,638
"MA0860.1",7.76771170686521,7.99229437474697e-15,"Rarg(var.2)",2.32900453264111e-14,639
"MA0071.1",7.83320006742552,4.75644072450039e-15,"RORA",1.40249200809379e-14,640
"MA0693.2",7.85724038012951,3.92719845983051e-15,"VDR",1.16257541707681e-14,641
"MA0854.1",7.89874500917162,2.81748014046947e-15,"Alx1",8.40736073916089e-15,642
"MA0820.1",7.93089539741633,2.17588781441664e-15,"FIGLA",6.51892493797113e-15,643
"MA1534.1",7.97116963446583,1.57192196598099e-15,"NR1I3",4.74758618065513e-15,644
"MA1593.1",8.00442409524917,1.20036710662546e-15,"ZNF317",3.65499535323507e-15,645
"MA1540.1",8.15181228301846,3.58539823353553e-16,"NR5A1",1.1238265051334e-15,646
"MA0791.1",8.15687652373455,3.43827727018759e-16,"POU4F3",1.08225942766242e-15,647
"MA0622.1",8.15961479209203,3.36122347025364e-16,"Mlxip",1.06700966332307e-15,648
"MA0730.1",8.26446971339877,1.40328714445411e-16,"RARA(var.2)",4.51229400759813e-16,649
"MA0626.1",8.37469413590877,5.53721475056416e-17,"Npas2",1.79598356692211e-16,650
"MA0159.1",8.42772518932975,3.52479360110067e-17,"RARA::RXRA",1.14825153992188e-16,651
"MA1149.1",8.45359919423921,2.8248169484832e-17,"RARA::RXRG",9.24260282266873e-17,652
"MA0643.1",8.59950898432194,8.00647773645235e-18,"Esrrg",2.66644303187208e-17,653
"MA0871.2",8.61323714653078,7.10321002309253e-18,"TFEC",2.37623079696279e-17,654
"MA0093.3",8.68072590910369,3.9328504273681e-18,"USF1",1.32755946552788e-17,655
"MA0150.2",8.68963406245951,3.63640491891145e-18,"Nfe2l2",1.2443844355541e-17,656
"MA0141.3",8.89842499057613,5.66497995329517e-19,"ESRRB",1.96561630007358e-18,657
"MA1535.1",8.93398135606661,4.10983441934213e-19,"NR2C1",1.44619645133454e-18,658
"MA0710.1",9.0524842483987,1.39764764665196e-19,"NOTO",5.03693306474571e-19,659
"MA0768.1",9.1607937086406,5.15217218322458e-20,"LEF1",1.89335982693869e-19,660
"MA0769.2",9.21761679393892,3.03804669252502e-20,"TCF7",1.12755364807148e-19,661
"MA1541.1",9.24483338565606,2.35629281850461e-20,"NR6A1",8.78897221302219e-20,662
"MA0620.3",9.2850789013461,1.61602471796704e-20,"MITF",6.05806251056991e-20,663
"MA0858.1",9.32729867323909,1.08613633568285e-20,"Rarb(var.2)",4.09221063848183e-20,664
"MA0663.1",9.35206041381035,8.5964719677399e-21,"MLX",3.25531375022029e-20,665
"MA1493.1",9.38217628648619,6.46309041468927e-21,"HES6",2.45993135171337e-20,666
"MA0744.2",9.68194203297047,3.59850005706512e-22,"SCRT2",1.42791544817584e-21,667
"MA0513.1",9.75495824660444,1.75690055431906e-22,"SMAD2::SMAD3::SMAD4",7.12308594305445e-22,668
"MA0743.2",9.78247365253664,1.3391045419651e-22,"SCRT1",5.45886332407633e-22,669
"MA1464.1",9.8532793687451,6.63497934570748e-23,"ARNT2",2.71961241313065e-22,670
"MA0664.1",9.86819922310437,5.71875798890581e-23,"MLXIPL",2.35701296117333e-22,671
"MA0903.1",9.89301454337121,4.46423981866659e-23,"HOXB3",1.860515589232e-22,672
"MA0526.3",9.92374834701837,3.28226969793678e-23,"USF2",1.38337468624906e-22,673
"MA0505.1",10.0505909220555,9.13273180361651e-24,"Nr5a2",3.87103291221472e-23,674
"MA1471.1",10.069233330868,7.55724260578201e-24,"BARX2",3.22154456223622e-23,675
"MA0831.2",10.1607501935642,2.96814130423003e-24,"TFE3",1.27990370691075e-23,676
"MA0636.1",10.243684797126,1.26344252693775e-24,"BHLHE41",5.54428308879742e-24,677
"MA0603.1",10.2476650242133,1.2124929250982e-24,"Arntl",5.35218770487133e-24,678
"MA1112.2",10.2961131952225,7.33735551521846e-25,"NR4A1",3.29738988816444e-24,679
"MA0859.1",10.5411867899571,5.57962260286437e-26,"Rarg",2.58534065946386e-25,680
"MA0496.3",10.6096270454743,2.68848385946932e-26,"MAFK",1.25350559947757e-25,681
"MA0059.1",10.6262150025763,2.25086027765042e-26,"MAX::MYC",1.06274795387798e-25,682
"MA0828.1",10.7184912089835,8.33608459658278e-27,"SREBF2(var.2)",3.96096758538265e-26,683
"MA0464.2",10.7686975649474,4.83848630892319e-27,"BHLHE40",2.32871663642368e-26,684
"MA1499.1",10.8519579275067,1.95219714186344e-27,"HOXB4",9.4567471937021e-27,685
"MA1504.1",10.8519579275067,1.95219714186344e-27,"HOXC4",9.4567471937021e-27,686
"MA0621.1",10.8653383481946,1.68615393826826e-27,"mix-a",8.27546603913238e-27,687
"MA0692.1",10.985325723657,4.49663103253383e-28,"TFEB",2.28196377569404e-27,688
"MA0258.2",11.0303568345882,2.72810537164389e-28,"ESR2",1.39394973099065e-27,689
"MA0591.1",11.3457313714462,7.78812145804989e-30,"Bach1::Mafk",4.06289413126239e-29,690
"MA0495.3",11.8384866243849,2.46896484796506e-32,"MAFF",1.31560555470138e-31,691
"MA1421.1",11.9683691226159,5.20477024488785e-33,"TCF7L1",2.83413036692434e-32,692
"MA0058.3",11.9855019050397,4.23323606214776e-33,"MAX",2.33925489063869e-32,693
"MA1560.1",12.1083543807594,9.54002647636964e-34,"SOHLH2",5.39156041770587e-33,694
"MA0592.3",12.1267910364892,7.61855617068613e-34,"ESRRA",4.33850603307775e-33,695
"MA1628.1",12.290059916762,1.02442582235371e-34,"Zic1::Zic2",5.9704817459052e-34,696
"MA0857.1",12.5366675072058,4.7042129357063e-36,"Rarb",2.80747428002952e-35,697
"MA0728.1",12.6823571449414,7.40797124537065e-37,"Nr2f6(var.2)",4.5297922533168e-36,698
"MA1629.1",12.6831237414734,7.33585531071798e-37,"Zic2",4.52276699321952e-36,699
"MA0729.1",12.6870548087667,6.9768844860855e-37,"RARA",4.33729652218316e-36,700
"MA0829.2",12.7285917073661,4.10222812096454e-37,"SREBF1(var.2)",2.57164888927693e-36,701
"MA0484.2",12.7432617733015,3.39925018229552e-37,"HNF4G",2.1490174881292e-36,702
"MA0114.4",12.7586369107959,2.79076574043447e-37,"HNF4A",1.77941131825993e-36,703
"MA0842.2",12.7866595567905,1.94687518860287e-37,"NRL",1.25204214715322e-36,704
"MA1148.1",12.9086755625019,4.02210305568036e-38,"PPARA::RXRA",2.60912076481526e-37,705
"MA0659.2",12.9211237184008,3.4215235009321e-38,"MAFG",2.26944380565022e-37,706
"MA0739.1",12.9856529598894,1.47593288760511e-38,"Hic1",9.91933274012086e-38,707
"MA0004.1",13.0352786310964,7.70948874927557e-39,"Arnt",5.27640239170603e-38,708
"MA0117.2",13.1125225816173,2.79192779847746e-39,"Mafb",1.92849827561499e-38,709
"MA0825.1",13.1829899998362,1.09959873683653e-39,"MNT",7.66636128672944e-39,710
"MA1538.1",13.2334941396433,5.62195212760891e-40,"NR2F1(var.3)",3.95658140301533e-39,711
"MA0628.1",13.3265614350841,1.62224867509542e-40,"POU6F1",1.17494904040892e-39,712
"MA1536.1",13.7109679742137,8.72974564180941e-43,"NR2C2(var.2)",6.64529617223451e-42,713
"MA1494.1",13.7877191635464,3.02204474669402e-43,"HNF4A(var.2)",2.37310040108814e-42,714
"MA1146.1",13.8267192598142,1.75884252310986e-43,"NR1H4::RXRA",1.41085647552683e-42,715
"MA1539.1",13.8895119462174,7.33434584654757e-44,"NR2F6(var.3)",6.07935777947165e-43,716
"MA0115.1",13.9696082652487,2.38970440256376e-44,"NR1H2::RXRA",2.0030556003512e-43,717
"MA0160.1",14.0265393938766,1.07274153043682e-44,"NR4A2",9.1984503644353e-44,718
"MA1521.1",14.1898256987731,1.05936662449832e-45,"MAFA",9.2975000220676e-45,719
"MA1507.1",14.3221786190315,1.59080397104274e-46,"HOXD4",1.41278543142605e-45,720
"MA0512.2",14.4045879503119,4.84266163997824e-47,"Rxra",4.35256094388405e-46,721
"MA0856.1",14.4313804824913,3.28487888064814e-47,"RXRG",3.06314955620439e-46,722
"MA1147.1",14.4350320947074,3.11545518528316e-47,"NR4A2::RXRA",2.94193616230537e-46,723
"MA0855.1",14.4852174216764,1.5026810002568e-47,"RXRB",1.45584418985918e-46,724
"MA0499.2",14.4967405329404,1.27059094563204e-47,"MYOD1",1.24718532294935e-46,725
"MA1520.1",14.5162675271329,9.5588357676166e-48,"MAF",9.50785531018931e-47,726
"MA0677.1",14.8627761913543,5.75009345779062e-50,"Nr2f6",5.87612290344083e-49,727
"MA1550.1",14.9468865566436,1.63227163393528e-50,"PPARD",1.69121477627184e-49,728
"MA1574.1",15.2519921953445,1.59709787115899e-52,"THRB",1.70205001697801e-51,729
"MA0065.2",15.3052851432215,7.05030605593903e-53,"Pparg::Rxra",7.62250480830509e-52,730
"MA1537.1",15.3866569812936,2.01190854929031e-53,"NR2F1(var.2)",2.20718202613319e-52,731
"MA1620.1",15.7803340431635,4.24999834938377e-56,"Ptf1a(var.3)",4.93922043062036e-55,732
"MA0504.1",15.990138594307,1.49721302851225e-57,"NR2C2",1.77289034804784e-56,733
"MA1621.1",18.1427810296514,1.46456846949104e-73,"Rbpjl",1.916786102176e-72,734
"MA0017.2",18.1566660447456,1.13745247699503e-73,"NR2F1",1.51524919256838e-72,735
"MA1111.1",18.8022176716171,7.24374970380318e-79,"NR2F2",1.03919947673792e-77,736
"MA1559.1",19.4740856201798,1.82182705444063e-84,"SNAI3",2.89166592045258e-83,737
"MA1631.1",19.5393796784414,5.08055998795845e-85,"ASCL1(var.2)",8.23934293699349e-84,738
"MA0745.2",20.2363994788921,4.68239942071359e-91,"SNAI2",8.51968284842033e-90,739
"MA0830.2",20.6171874402305,1.9246388533359e-94,"TCF4",3.68148867843227e-93,740
"MA0103.3",20.7911986194048,5.20064823290974e-96,"ZEB1",1.04856313020288e-94,741
"MA1648.1",20.9393419387427,2.34726695921767e-97,"TCF12(var.2)",5.00303186164679e-96,742
"MA0522.3",21.1277964996105,4.41775627322626e-99,"TCF3",9.69307699949057e-98,743
"MA1558.1",21.3874894764767,1.74749170700128e-101,"SNAI1",3.95039034370593e-100,744
"MA0046.2",23.3997141739153,4.30330433573833e-121,"HNF1A",1.689613176032e-119,745
"MA0153.2",24.3189056131688,1.2373711584993e-130,"HNF1B",6.59342060171769e-129,746
